index,recno,RAJ2000,DEJ2000,Name,Comp,2MASS,Conf,l_Sep,Sep,PA,Date,Tech,r_Sep,DelMag,Filt,r_DelMag,pmRA,pmDE,r_pmRA,plx-DR2,e_plx-DR2,n_plx-DR2,epsi,sepsi,plx-lit,e_plx-lit,r_plx-lit,Gmag,BpRp,Vmag,Rmag,Imag,r_Vmag,Rtmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,n_Kmag,Mass,e_Mass,n_Mass,Memb,SimbadName
297,271,178.4694583333333,6.998972222222221,LHS 2471,,11535267+0659561,,,,,,,,,,,314.69,-894.43,2018A&A...616A...2L,67.1826,0.1485,,0.65,40.2,70.3,2.6,1995gcts.book.....V,15.2957,4.4749,18.1,16.02,13.77,2014AJ....147...94D,,11.256,0.022,10.66,0.027,10.262,0.022,,0.103,0.014,,s,LHS 2471
243,85,57.750208333333326,-0.8791388888888888,LHS 1604,,03510004-0052452,,,,,,,,,,,11.08,-470.17,2018A&A...616A...2L,68.0325,0.1851,,0.93,108.0,68.1,1.8,1995gcts.book.....V,15.3422,4.4852,18.11,16.08,13.8,2014AJ....147...94D,,11.302,0.024,10.609,0.022,10.232,0.024,,0.103,0.014,,s,LHS 1604
15,102,69.55245833333332,28.21666666666666,LTT 11472,B,,AB,,0.54,299,2002,AO det,2004A&A...425..997B,0.42,Ks,2004A&A...425..997B,395.64,-92.04,2018A&A...616A...2L,75.1911,0.1738,w,,,77.05,1.61,2014ApJ...784..156D 2014AJ....147...85R 2012ApJ...758...56S,,,,,,,,,,,,,,,0.207,0.014,v,sc,LTT 11472
25,33,20.54295833333333,22.150805555555554,LTT 10491,B,,AB,,0.271,195,2015,lkydet,2017A&A...597A..47C,0.86,I,2017A&A...597A..47C,226.1,-142.5,2018AJ....155..176F,,,n,,,87.6,8.5,2016AJ....151..160F,,,,,,,,,,,,,,,0.145,0.02,v,sc,LTT 10491
27,27,16.40683333333333,28.49266666666666,GJ 1029,B,,AB,,0.011,orb,2017,radorb,2020AJ....159..290W,1.02,Ks,This work,1914.46,-188.45,2018A&A...616A...2L,79.8409,0.3404,,,,83.7,2.19,2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.102,0.014,u,sc,GJ 1029
31,40,25.446666666666662,42.61333333333333,GJ 67,B,,AB,,0.485,,,,1993AJ....106..773H,,,,813.34,-171.03,2018A&A...616A...2L,76.5204,0.2142,nA,,,78.71,0.88,1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.28,0.071,k,mc,GJ 67
35,12,7.224874999999999,50.37588888888888,G 172-1,B,,AB,,1.0,,,,Winters; in prep,,,,447.85,132.92,2018A&A...616A...2L,74.2071,0.9587,,,,57.2,2.2,2014ApJ...784..156D,,,,,,,,,,,,,,,0.145,0.014,v,sc,G 172-1
38,28,17.06833333333333,54.92027777777777,GJ 53,B,,AB,,0.98,,,,1984AJ.....89..433M,,,,3413.09,-1598.81,2000A&A...355L..27H,,,2p,,,132.67,0.74,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.19,0.046,o,mc,GJ 53
47,46,30.475291666666664,73.54222222222221,LP 30-55,B,,AB,,0.437,259,2012,lkydet,2014ApJ...789..102J,1.25,i',2014ApJ...789..102J,309.52,-77.17,1979nltt.book.....L,,,n,,,87.46,0.56,2009AJ....137..402G,,,,,,,,,,,,,,,0.104,0.014,v,sc,LP 30-55
50,210,134.73470833333332,8.473888888888888,LTT 12352,B,,AC-B,,0.62,095,1997,AO det,1999A&A...344..897D,0.5,Ks,1999A&A...344..897D,385.32,-323.32,2006AJ....132.2360H,,,n,,,147.66,1.98,2006AJ....132.2360H,,,,,,,,,,,,,,,0.222,0.017,u,sc,LTT 12352
51,211,134.73470833333332,8.473888888888888,LTT 12352,C,,AC,,0.007,orb,1998,radorb,1999A&A...344..897D,0.35,Ks,This work,385.32,-323.32,2006AJ....132.2360H,,,n,,,147.66,1.98,2006AJ....132.2360H,,,,,,,,,,,,,,,0.173,0.017,u,sc,LTT 12352
53,206,134.08149999999998,12.663777777777776,G 41-8,B,,AB,,1.8,210,2011,lkydet,2014ApJ...789..102J,0.51,i',2014ApJ...789..102J,-47.25,-246.68,2018A&A...616A...2L,85.5528,0.0663,,,,95.2,6.5,2016AJ....151..160F,,,,,,,,,,,,,,,0.105,0.014,v,sc,G 41-8
59,208,134.56304166666663,19.763055555555553,GJ 1116,B,,AB,,1.498,103,1998,astdet,2012AJ....144...64D,0.6,i',2008MNRAS.384..150L,-766.02,-99.27,2018A&A...616A...2L,194.8406,0.1026,w,,,184.72,1.86,2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.103,0.014,v,sc,GJ 1116
65,237,150.20929166666664,31.92922222222222,GJ 376,C,,BC,,1.0,,,,Winters; in prep,,,,-526.83,-431.4,2018A&A...616A...2L,68.8826,0.6474,,,,66.49,0.31,2014AJ....147...94D 1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.105,0.014,v,sc,GJ 376
71,226,143.91458333333333,35.809999999999995,GJ 356,B,,AB,,3.84,,,,1988A&AS...72..543H,,,,-726.2,-259.51,2018A&A...616A...2L,89.2581,0.1928,2A,,,88.0,0.32,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.3,,h,mc,GJ 356 B
72,238,150.5908333333333,48.088611111111106,GJ 378,B,,AB,,0.208,,,,2017A&A...597A..47C,,,,-633.08,-1474.98,2018A&A...616A...2L,66.8407,0.0322,nA,,,66.4,1.54,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.217,0.014,v,mc,GJ 378
78,163,107.50754166666665,38.52944444444444,GJ 268,B,,AB,,0.011,orb,1998,radorb,1999A&A...344..897D,0.28,Ks,This work,-439.67,-944.78,2018A&A...616A...2L,164.6395,0.1338,,,,163.41,1.78,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.191,0.017,u,sc,GJ 268
80,165,107.79766666666666,43.49947222222222,LHS 1901,B,,AB,,0.174,220,2005,AO det,2006A&A...460L..19M,0.14,H,2006A&A...460L..19M,380.25,-563.75,1979nltt.book.....L,,,n,,,75.09,0.86,2014ApJ...784..156D 2017ApJS..231...15D 2009AJ....137.4109L,,,,,,,,,,,,,,,0.105,0.014,v,sc,LHS 1901
86,160,105.98220833333332,52.701833333333326,LHS 224,B,,AB,,0.1564,orb,2008,astrad,2016AJ....152..141B,0.1,Ks,2016AJ....152..141B,669.96,-923.19,2018A&A...616A...2L,109.6921,0.4015,,,,112.21,1.63,2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.124,0.005,c,sc,LHS 224
89,152,103.51791666666665,60.871666666666655,LHS 221,B,,AB,,0.284,,,,2010AJ....139..205H,1.58,550,2010AJ....139..205H,493.22,-984.66,2018A&A...616A...2L,92.3604,0.5017,nA,,,95.42,1.85,1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.238,0.014,v,mc,LHS 221
92,213,134.89966666666666,53.73069444444444,G 194-47,B,,AB,,0.301,223,2015,lkydet,2017A&A...597A..47C,0.26,I,2017A&A...597A..47C,-268.16,-194.23,2018A&A...616A...2L,74.31,1.0708,,,,58.1,2.0,2014ApJ...784..156D,,,,,,,,,,,,,,,0.147,0.014,v,sc,G 194-47
94,262,170.01999999999998,65.84638888888888,GJ 424,B,,AB,,0.132,,,,2006AJ....132..994D,3.7,800,2006AJ....132..994D,-2947.05,181.94,2018A&A...616A...2L,110.1683,0.0428,nA,,,112.1,0.99,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.135,0.014,v,mc,GJ 424
95,243,158.86249999999998,69.4497222222222,LHS 283,B,,AB,,0.0268,,,,2018A&A...619A..32B,,,,-1654.1,-642.06,2018A&A...616A...2L,77.3442,0.2883,nA,,,81.75,2.45,2013MNRAS.435.1083K 1995gcts.book.....V,,,,,,,,,,,,,,,0.164,0.02,a,mc,LHS 283
96,197,129.10625,67.29499999999999,GJ 310,B,,AB,,0.5096,,,,2011AJ....141...45H,,,,-1063.04,63.3,2018A&A...616A...2L,71.0957,0.1992,nA,,,72.03,1.2,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.265,0.015,v,mc,GJ 310
99,156,104.48783333333331,62.32199999999999,LHS 1885,B,,AB,,1.441,240,2012,lkydet,2014ApJ...789..102J,1.6,i',2014ApJ...789..102J,299.52,-536.04,2018A&A...616A...2L,87.207,0.0854,w,,,86.75,1.63,2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.113,0.014,v,sc,LHS 1885
115,333,223.4645833333333,23.55583333333333,GJ 568,B,,AB,,0.9591,,,,2015AJ....149..151H,,,,-693.84,90.35,2018A&A...616A...2L,87.935,0.1779,nA,,,97.11,3.01,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.221,0.014,v,mc,GJ 568
123,354,246.03874999999996,48.35305555555555,GJ 623,B,,AB,,0.238,,,,2007ApJ...661..496M,,,,1151.23,-499.08,2018A&A...616A...2L,127.4785,0.4818,nA,,,126.12,1.15,2007ApJ...661..496M 1997A&AT...13..327S 1995gcts.book.....V,,,,,,,,,,,,,,,0.115,0.002,m,mc,GJ 623
126,358,248.58466666666664,57.16241666666666,GJ 630.1,B,,AB,,0.001,orb,1975,eclorb,1977ApJ...218..444L,0.14,Ks,2009ApJ...691.1400M,-1113.61,1181.21,2018A&A...616A...2L,67.34,0.0514,,,,69.2,2.5,1995gcts.book.....V,,,,,,,,,,,,,,,0.214,0.001,n,sc,GJ 630.1 B
132,312,204.85041666666663,46.186388888888885,GJ 521,B,,AB,,0.447,,,,2013MNRAS.429..859J,,,,-42.47,389.08,2018A&A...616A...2L,74.8051,0.0257,nA,,,77.29,1.54,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.176,0.014,v,mc,GJ 521
135,294,191.06041666666664,51.75944444444444,GJ 483,B,,AB,,0.05,,,,2000A&A...355..581H,,,,-386.29,-183.87,2018A&A...616A...2L,66.6717,0.4956,2A,,,67.42,0.75,2000A&A...355..581H 1995gcts.book.....V,,,,,,,,,,,,,,,0.137,0.011,f,mc,GJ 483
136,336,225.23166666666663,45.426111111111105,GJ 572,B,,AB,,0.42,,,,1997A&A...323L..53L,3.63,Hp,2007A&A...474..653V,257.6,315.35,2018A&A...616A...2L,85.376,0.0349,w,,,84.17,1.04,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.247,0.014,v,mc,GJ 572
139,361,250.08604166666663,67.6013611111111,LP 69-457,B,,AB,,1.0,,,,Winters; in prep,,,,-270.06,365.73,2018A&A...616A...2L,69.2781,0.2681,,,,74.22,2.4,2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.105,0.014,u,sc,LP 69-457
141,297,192.2614583333333,66.11016666666666,GJ 487,B,,AC,,0.022,orb,1997,radorb,1999A&A...344..897D,0.03,Ks,This work,-435.44,-105.34,2007A&A...474..653V,,,2p,,,98.4,1.71,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.276,0.016,u,sc,GJ 487
142,298,192.2614583333333,66.11016666666666,GJ 487,C,,AC,,0.022,orb,1997,radorb,1999A&A...344..897D,0.03,Ks,This work,-435.44,-105.34,2007A&A...474..653V,,,2p,,,98.4,1.71,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.266,0.017,u,sc,GJ 487
143,281,185.88833333333332,67.18833333333332,LTT 17123,B,,AB,,0.59,,,,1997A&A...323L..53L,0.26,Hp,2007A&A...474..653V,235.68,-107.41,2000A&A...355L..27H,,,2p,,,77.54,3.23,2007A&A...474..653V,,,,,,,,,,,,,,,0.295,0.021,v,mc,LTT 17123
145,346,235.31916666666663,75.99277777777776,GJ 597,B,,AB,,0.0745,,,,1993AJ....105.1188H,,,,808.66,-707.07,2018A&A...616A...2L,68.349,1.4898,nA,,,73.97,1.76,2014ApJ...784..156D 1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.176,,i,mc,GJ 597
150,450,307.4513333333333,9.688944444444443,GJ 791.2,B,,AB,,0.1037,orb,2009,astrad,2016AJ....152..141B,1.28,Ks,2016AJ....152..141B,669.34,101.33,2018A&A...616A...2L,133.8113,1.3869,,,,113.05,0.3,2000AJ....120.1106B 2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.114,0.002,c,sc,GJ 791.2
152,467,322.4033333333333,17.643305555555553,GJ 829,B,,AB,,0.025,orb,1998,radorb,1999A&A...344..897D,0.0,Ks,This work,1007.01,378.77,2018A&A...616A...2L,147.6126,0.0979,,,,149.01,1.69,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.299,0.014,u,sc,GJ 829
153,472,324.5016666666666,27.723888888888887,GJ 835,B,,AB,,0.17,,,,1997A&A...323L..53L,3.35,I,2013MNRAS.429..859J,480.79,-63.14,2018A&A...616A...2L,76.2257,0.0439,w,,,78.2,2.1,1999A&A...341..121S,,,,,,,,,,,,,,,0.185,0.014,v,mc,GJ 835
155,462,315.0225,40.070277777777775,GJ 815,B,,AC-B,,0.685,,,,2014ApJ...789..102J,,,,600.86,-252.58,2018A&A...616A...2L,66.8056,0.0926,nA,,,66.55,1.58,1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.3,,d,mc,GJ 815
156,463,315.0225,40.070277777777775,GJ 815,C,,AC,,0.003,,,,1988A&A...200..135D,,,,600.86,-252.58,2018A&A...616A...2L,66.8056,0.0926,nA,,,66.55,1.58,1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.27,,d,mc,GJ 815
158,501,352.34416666666664,41.46444444444444,G 190-27,C,,BC,,0.078,,,,2015ApJS..216....7B,,,,404.64,-43.34,2018A&A...616A...2L,67.5362,0.1868,nB,,,67.58,1.59,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.261,0.014,v,mc,G 190-27
165,486,336.99812499999996,57.69588888888888,GJ 860,B,,AB,,3.184,100,1998,astdet,2012AJ....144...64D,1.47,V_T,2000A&A...355L..27H,-934.09,-686.24,2018A&A...616A...2L,249.4198,0.1613,w,,,248.06,1.39,1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.172,0.008,c,sc,GJ 860 B
167,433,296.4395416666666,27.125472222222218,GJ 766,B,,AB,,0.57,048,1989,astdet,1990ApJS...74..275H,0.5,V,1991AJ....101.1071H,-46.54,-1224.93,2018A&A...616A...2L,93.5139,0.0569,w,,,87.42,2.02,2014ApJ...784..156D 1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.184,0.014,v,sc,GJ 766
170,419,286.9291666666666,32.5448611111111,GJ 747,B,,AB,,0.2881,orb,2000,astrad,2000A&A...364..665S,0.12,Ks,This work,1233.95,1072.66,1995gcts.book.....V,,,2p,,,122.3,2.5,1995gcts.book.....V,,,,,,,,,,,,,,,0.2,0.001,q,sc,GJ 747
173,452,307.85683333333327,38.56230555555555,GJ 792,B,,AB,,0.118,252,2012,lkydet,2014ApJ...789..102J,1.49,i',2014ApJ...789..102J,195.4,714.35,2018A&A...616A...2L,68.7044,0.394,,,,68.71,1.1,2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.116,0.014,v,sc,GJ 792
190,6,3.866958333333333,-16.13383333333333,GJ 1005,B,,AB,,0.3037,orb,1997,astrad,2016AJ....152..141B,1.23,Ks,2016AJ....152..141B,731.7,-607.47,2007A&A...474..653V,,,2p,,,168.42,0.89,1998AJ....116.1440H 2010A&A...514A..84S 1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.112,0.001,c,sc,GJ 1005
193,511,356.38024999999993,-16.17225,LHS 4009,B,,AB,,0.067,250,2005,AO det,2006A&A...460L..19M,0.14,K',2006A&A...460L..19M,-403.82,-535.88,2015AJ....149....5W,,,n,,,79.97,1.37,2010AJ....140..897R,,,,,,,,,,,,,,,0.129,0.014,v,sc,LHS 4009
203,49,30.61766666666666,10.581499999999998,LSPM 0202+1034,B,,AB,,0.906,065,2015,visdet,2018A&A...616A...2L,0.07,Rp,2018A&A...616A...2L,-54.6,-96.95,2018A&A...616A...2L,70.4256,0.5255,,,,,,,,,,,,,,,,,,,,,0.223,0.014,v,sc,PM J02024+1034A
206,490,339.6399583333333,-15.299777777777775,GJ 866,B,,AC,,0.008,orb,1999,radorb,1999A&A...350L..39D,2.0,V,1999A&A...350L..39D,2372.06,2227.52,1979lcse.book.....L,,,2p,,,289.5,4.4,1995gcts.book.....V,,,,,,,,,,,,,,,0.115,0.001,q,sc,GJ 866
215,19,12.638333333333332,24.81694444444444,LTT 10301,B,,AB,,1.305,,,,2010A&A...520A..54B,0.94,i',2010A&A...520A..54B,203.42,-31.92,2018A&A...616A...2L,66.8084,0.1229,nA,,,81.42,3.84,2014ApJ...784..156D 2007A&A...474..653V,,,,,,,,,,,,,,,0.234,0.014,v,mc,LTT 10301
226,169,112.05458333333331,-18.793166666666664,LHS 1918,B,,AB,,1.0,,,,Winters; in prep,,,,30.66,605.22,2020arXiv200900121H,,,2p,,,71.7,0.88,2018AJ....155..176F 2020arXiv200900121H,,,,,,,,,,,,,,,0.12,0.014,v,sc,LHS 1918
232,149,98.87441666666665,-4.055138888888888,2MA 0635-0403,B,,AB,,1.0,,,,Winters; in prep,,,,-100.87,78.17,2018A&A...616A...2L,79.4577,0.5147,,,,89.6,4.9,2018AJ....155..176F,,,,,,,,,,,,,,,0.123,0.014,v,sc,2MASS J06352986-0403185
234,145,97.34770833333332,-2.8141388888888885,GJ 234,B,,AB,,1.0932,orb,2005,astrad,2016AJ....152..141B,1.58,Ks,2016AJ....152..141B,750.14,-802.94,2018A&A...616A...2L,242.9659,0.8833,,,,244.44,0.92,2003AJ....125.1530G 1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.109,0.001,c,sc,GJ 234
236,172,114.10470833333332,7.078638888888888,LTT 17993,B,,AB,,0.7,300,1996,spkdet,2006AJ....132.2360H,0.0,Ks,1999ApJ...512..864H,238.92,-317.06,2006AJ....132.2360H,,,2p,,,116.58,0.92,2014ApJ...784..156D 2006AJ....132.2360H,,,,,,,,,,,,,,,0.145,0.014,v,sc,LTT 17993
249,137,92.72833333333332,10.318333333333332,GJ 228,B,,AB,,2.6,,,,1994AJ....108.2338H,1.5,V,1994AJ....108.2338H,52.64,-941.53,2000A&A...355L..27H,,,2p,,,94.44,2.6,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.242,0.017,v,mc,GJ 228
255,143,96.54291666666666,18.756944444444443,GJ 233,B,,AB,,3.23,,,,2006A&A...450..681T,,,,-131.01,-152.1,2018A&A...616A...2L,67.7676,0.1004,w,,,67.74,1.45,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.27,,r,mc,GJ 233
257,128,88.59583333333332,20.27611111111111,GJ 222,B,,AB,,0.688,,,,2002PASP..114..224H,,,,-184.41,-88.99,2018A&A...616A...2L,113.124,0.3178,nA,,,115.22,0.25,2002PASP..114..224H 1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.15,0.02,g,mc,GJ 222
259,113,76.95520833333332,17.98272222222222,LTT 11586,B,,AC-B,,0.54,286,2013,lkydet,2017A&A...597A..47C,1.94,Ikc,2017A&A...597A..47C,32.01,-261.58,2018A&A...616A...2L,86.0992,0.308,,,,101.9,6.0,2016AJ....151..160F,,,,,,,,,,,,,,,0.134,0.014,v,sc,LTT 11586
263,124,85.10716666666666,24.802305555555552,GJ 1083,B,,AB,,0.472,337,2012,lkydet,2014ApJ...789..102J,0.98,i',2014ApJ...789..102J,65.81,-373.24,1995gcts.book.....V,,,2p,,,96.88,1.86,2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.111,0.014,v,sc,GJ 1083
275,273,180.18541666666664,-10.44611111111111,GJ 454,B,,AB,,0.99,,,,2010PASP..122.1195T,,,,82.84,-482.81,2018A&A...616A...2L,78.7565,0.1206,2A,,,78.35,0.31,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.27,0.017,v,mc,GJ 454
279,324,213.88562499999998,4.658722222222222,GJ 1182,B,,AB,,0.025,orb,2018,radorb,2020AJ....159..290W,1.18,Ks,This work,-744.93,-766.43,2018A&A...616A...2L,71.114,0.3884,,,,71.7,3.4,1995gcts.book.....V,,,,,,,,,,,,,,,0.104,0.014,u,sc,GJ 1182
280,306,199.50754166666664,2.2336666666666662,LTT 13861,B,,AB,,0.53,226,2015,lkydet,2017A&A...597A..47C,0.53,I,2017A&A...597A..47C,-274.23,-96.56,2018A&A...616A...2L,74.4454,0.6357,,,,47.4,2.5,2014ApJ...784..156D,,,,,,,,,,,,,,,0.153,0.014,v,sc,LTT 13861
290,240,153.01958333333332,-2.684722222222222,GJ 381,B,,AB,,0.18,,,,1999A&A...344..897D,0.95,K,1999A&A...344..897D,526.77,-600.65,2018A&A...616A...2L,86.6489,0.7014,nA,,,83.52,2.77,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.274,0.015,v,mc,GJ 381
298,284,187.23999999999998,8.425555555555555,GJ 469,B,,AB,,0.19,,,,2012AJ....143...10H,1.59,V,2012AJ....143...10H,-649.47,-240.22,2018A&A...616A...2L,68.6214,0.895,nA,,,74.77,3.39,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.242,0.015,v,mc,GJ 469
300,287,188.32254166666664,9.021027777777777,GJ 473,B,,AB,,0.9167,orb,2009,astrad,2016AJ....152..141B,0.0,Ks,2016AJ....152..141B,-1797.5,220.71,1979nltt.book.....L,,,n,,,227.9,4.6,1995gcts.book.....V,,,,,,,,,,,,,,,0.113,0.005,c,sc,GJ 473
307,380,266.55999999999995,-32.10249999999999,GJ 2130,C,,BC,<,1.0,,,,1999A&A...344..897D,,,,-78.49,-272.19,2018A&A...616A...2L,72.2886,0.1805,nB,,,70.6,1.59,2000A&AS..144...45F 2006AJ....132.2360H 2006AJ....132.2360H,,,,,,,,,,,,,,,0.268,0.014,v,mc,GJ 2130 C
311,391,270.90024999999997,-18.98072222222222,G 154-43,B,,AB,,0.99,...,2015,astdet,2017AJ....153...14W,,,,173.16,-341.84,2018A&A...616A...2L,76.1982,0.788,,,,77.21,1.08,2019AJ....157..216W,,,,,,,,,,,,,,,0.107,0.014,w,sc,G 154-43
316,383,266.6222916666666,-8.710138888888888,LTT 7077,B,,AB,,0.21,orb,2019,radorb,2020AJ....159..290W,0.12,Ks,This work,-44.2,-428.04,2018A&A...616A...2L,76.5863,0.0831,,,,77.18,1.71,2019AJ....157..216W,,,,,,,,,,,,,,,0.22,0.014,u,sc,LTT 7077
320,421,288.0608333333333,2.8863888888888884,GJ 748,B,,AB,,0.149,,,,2001AJ....121.1607B,,,,1760.99,-554.09,2018A&A...616A...2L,106.2794,1.0634,nA,,,99.83,1.06,2014AJ....148...91L 1998A&A...330..585M 1995gcts.book.....V,,,,,,,,,,,,,,,0.192,0.003,b,mc,GJ 748
325,371,257.9679166666666,-1.8516666666666663,GJ 660,B,,AB,,0.891,,,,2013AstBu..68...53B,,,,-551.44,-324.82,2007A&A...474..653V,,,2p,,,85.23,2.47,1999A&A...341..121S 1995gcts.book.....V,,,,,,,,,,,,,,,0.214,0.016,v,mc,GJ 660
329,369,256.9202083333333,7.368527777777777,GJ 1210,B,,AB,,0.3807,066,2010,spkdet,2011AJ....141...45H,0.92,562,2011AJ....141...45H,-521.51,-392.99,1995gcts.book.....V,,,2p,,,81.37,2.11,2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.115,0.014,v,sc,GJ 1210
330,348,236.00749999999996,2.5152777777777775,GJ 596.1,B,,AB,,4.4,,,,2016AJ....152..116T,,,,-42.79,-136.86,2018A&A...616A...2L,67.7057,0.0659,nA,,,68.22,0.66,2007A&A...474..653V,,,,,,,,,,,,,,,0.25,,s,mc,GJ 596.1
331,349,236.00749999999996,2.5152777777777775,GJ 596.1,C,,BC,,0.22,,,,2016AJ....152..116T,,,,-42.79,-136.86,2018A&A...616A...2L,67.7057,0.0659,nA,,,68.22,0.66,2007A&A...474..653V,,,,,,,,,,,,,,,0.25,,s,mc,GJ 596.1
342,404,280.29070833333327,24.78730555555555,GJ 1230,C,,AC,,0.004,orb,1998,radorb,1999A&A...344..897D,0.08,Ks,This work,505.3,87.05,2018A&A...616A...2L,100.7234,0.0493,,,,90.83,1.94,2014ApJ...784..156D 2014ApJ...784..156D 1995gcts.book.....V,,,,,,,,,,,,,,,0.241,0.014,u,sc,GJ 1230 C
348,401,275.8683333333333,28.167777777777776,LTT 15435,B,,AB,,1.26,,,,2018A&A...616A...2L,2.1,i',2013MNRAS.429..859J,-77.1,-183.65,2018A&A...616A...2L,67.6,0.0566,w,,,75.0,2.3,2014ApJ...784..156D,,,,,,,,,,,,,,,0.13,0.014,v,mc,LTT 15435
349,381,266.6145833333333,27.720555555555553,GJ 695,D,,AD,,0.265,,,,1994AJ....108.2338H,,,,-306.47,-770.18,2018A&A...616A...2L,119.1128,0.4848,nA,,,120.32,0.16,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.2,,j,mc,
363,121,83.36679166666666,-42.95569444444444,SCR 0533-4257,B,,AB,,1.0,,,,Winters; in prep,,,,-17.58,39.51,2018A&A...616A...2L,96.6344,0.3394,,,,96.44,1.34,2018AJ....156...49R,,,,,,,,,,,,,,,0.17,0.014,v,sc,SCR J0533-4257
364,116,79.34541666666665,-35.36527777777777,L 449-1,B,,AB,,0.047,,,,2014AJ....147...85R,,,,-218.99,-167.89,2018A&A...616A...2L,86.1869,0.3289,nA,,,84.38,1.35,2014AJ....147...85R,,,,,,,,,,,,,,,0.262,0.014,v,mc,L 449-1
371,64,41.30966666666666,-43.73627777777777,LP 993-116,C,,BC,,0.257,215,2008,lkydet,2010A&A...520A..54B,0.87,i',2010A&A...520A..54B,31.85,-387.96,2018A&A...616A...2L,90.1616,0.0554,A,,,87.37,1.33,2014AJ....147...85R 2014AJ....147...85R,,,,,,,,,,,,,,,0.159,0.014,v,sc,LP 993-116
383,38,24.756416666666663,-17.950527777777776,GJ 65,B,,AB,,2.0458,orb,2011,astrad,2016AJ....152..141B,0.16,Ks,2016AJ....152..141B,3385.82,532.04,2018A&A...616A...2L,370.9991,0.1939,w,,,373.7,2.7,1995gcts.book.....V,,,,,,,,,,,,,,,0.117,0.003,c,sc,GJ 65
385,71,45.464124999999996,-16.59333333333333,LTT 1445,C,,BC,,1.159,orb,2019,astorb,2019AJ....158..152W,0.9,V,2006AJ....132.2360H,-369.19,-268.51,2018A&A...616A...2L,145.5466,0.08,A,,,143.81,2.49,2006AJ....132.2360H 2006AJ....132.2360H 2007A&A...474..653V,,,,,,,,,,,,,,,0.161,0.014,t,sc,LTT 1445
398,147,97.69420833333332,-76.71913888888888,SCR 0630-7643,B,,AB,,1.0,034,2005,visdet,2011AJ....141...21W,0.2,V,2006AJ....132.2360H,-37.0,523.99,2018A&A...616A...2L,112.5939,0.082,w,,,114.16,1.85,2006AJ....132.2360H,,,,,,,,,,,,,,,0.115,0.014,v,sc,SCR J0630-7643
399,135,92.56041666666665,-74.75305555555555,GJ 231,B,,AB,,3.02,,,,2007A&A...474..273E,,,,121.2,-212.1,2018A&A...616A...2L,97.8983,0.0719,2A,,,98.06,0.14,1995gcts.book.....V 2007A&A...474..653V,,,,,,,,,,,,,,,0.14,0.01,e,mc,GJ 231
